Ref_Date,GEO,Value
2011,"Cranbrook, British Columbia",620
2012,"Cranbrook, British Columbia",F
2013,"Cranbrook, British Columbia",F
2009,"Cranbrook, British Columbia",756
2010,"Cranbrook, British Columbia",715
2011,"Cranbrook, British Columbia",747
2012,"Cranbrook, British Columbia",759
2013,"Cranbrook, British Columbia",756
2009,"Cranbrook, British Columbia",796
2010,"Cranbrook, British Columbia",811
2011,"Cranbrook, British Columbia",851
2012,"Cranbrook, British Columbia",869
2013,"Cranbrook, British Columbia",880
2009,"Cranbrook, British Columbia",423
2010,"Cranbrook, British Columbia",523
2011,"Cranbrook, British Columbia",432
2012,"Cranbrook, British Columbia",463
2013,"Cranbrook, British Columbia",454
2009,"Cranbrook, British Columbia",556
2010,"Cranbrook, British Columbia",583
2011,"Cranbrook, British Columbia",600
2012,"Cranbrook, British Columbia",613
2013,"Cranbrook, British Columbia",616
2009,"Cranbrook, British Columbia",673
2010,"Cranbrook, British Columbia",705
2011,"Cranbrook, British Columbia",721
2012,"Cranbrook, British Columbia",727
2013,"Cranbrook, British Columbia",734
2009,"Cranbrook, British Columbia",766
2010,"Cranbrook, British Columbia",794
2011,"Cranbrook, British Columbia",817
2012,"Cranbrook, British Columbia",817
2013,"Cranbrook, British Columbia",820
2009,"Cranbrook, British Columbia",512
2010,"Cranbrook, British Columbia",537
2011,"Cranbrook, British Columbia",556
2012,"Cranbrook, British Columbia",545
2013,"Cranbrook, British Columbia",555
2009,"Cranbrook, British Columbia",564
2010,"Cranbrook, British Columbia",590
2011,"Cranbrook, British Columbia",608
2012,"Cranbrook, British Columbia",621
2013,"Cranbrook, British Columbia",623
2009,"Cranbrook, British Columbia",675
2010,"Cranbrook, British Columbia",703
2011,"Cranbrook, British Columbia",724
2012,"Cranbrook, British Columbia",729
2013,"Cranbrook, British Columbia",736
2009,"Cranbrook, British Columbia",708
2010,"Cranbrook, British Columbia",772
2011,"Cranbrook, British Columbia",761
2012,"Cranbrook, British Columbia",777
2013,"Cranbrook, British Columbia",789
2009,"Dawson Creek, British Columbia",592
2010,"Dawson Creek, British Columbia",621
2011,"Dawson Creek, British Columbia",629
2012,"Dawson Creek, British Columbia",640
2013,"Dawson Creek, British Columbia",697
2009,"Dawson Creek, British Columbia",698
2010,"Dawson Creek, British Columbia",713
2011,"Dawson Creek, British Columbia",733
2012,"Dawson Creek, British Columbia",760
2013,"Dawson Creek, British Columbia",798
2009,"Dawson Creek, British Columbia",889
2010,"Dawson Creek, British Columbia",948
2011,"Dawson Creek, British Columbia",974
2012,"Dawson Creek, British Columbia",1048
2013,"Dawson Creek, British Columbia",1107
2009,"Dawson Creek, British Columbia",1035
2010,"Dawson Creek, British Columbia",1056
2011,"Dawson Creek, British Columbia",1079
2012,"Dawson Creek, British Columbia",1242
2013,"Dawson Creek, British Columbia",1199
2009,"Dawson Creek, British Columbia",..
2010,"Dawson Creek, British Columbia",..
2011,"Dawson Creek, British Columbia",..
2012,"Dawson Creek, British Columbia",..
2013,"Dawson Creek, British Columbia",..
2009,"Dawson Creek, British Columbia",F
2010,"Dawson Creek, British Columbia",F
2011,"Dawson Creek, British Columbia",F
2012,"Dawson Creek, British Columbia",F
2013,"Dawson Creek, British Columbia",F
2009,"Dawson Creek, British Columbia",935
2010,"Dawson Creek, British Columbia",989
2011,"Dawson Creek, British Columbia",1016
2012,"Dawson Creek, British Columbia",1172
2013,"Dawson Creek, British Columbia",1204
2009,"Dawson Creek, British Columbia",1061
2010,"Dawson Creek, British Columbia",1062
2011,"Dawson Creek, British Columbia",1077
2012,"Dawson Creek, British Columbia",1243
2013,"Dawson Creek, British Columbia",1210
2009,"Dawson Creek, British Columbia",592
2010,"Dawson Creek, British Columbia",621
2011,"Dawson Creek, British Columbia",629
2012,"Dawson Creek, British Columbia",640
2013,"Dawson Creek, British Columbia",697
2009,"Dawson Creek, British Columbia",700
2010,"Dawson Creek, British Columbia",714
2011,"Dawson Creek, British Columbia",734
2012,"Dawson Creek, British Columbia",761
2013,"Dawson Creek, British Columbia",799
2009,"Dawson Creek, British Columbia",876
2010,"Dawson Creek, British Columbia",936
2011,"Dawson Creek, British Columbia",961
2012,"Dawson Creek, British Columbia",1015
2013,"Dawson Creek, British Columbia",1085
2009,"Dawson Creek, British Columbia",941
2010,"Dawson Creek, British Columbia",1033
2011,"Dawson Creek, British Columbia",1087
2012,"Dawson Creek, British Columbia",1240
2013,"Dawson Creek, British Columbia",1146
2009,"Dawson Creek, British Columbia",592
2010,"Dawson Creek, British Columbia",621
2011,"Dawson Creek, British Columbia",630
2012,"Dawson Creek, British Columbia",641
2013,"Dawson Creek, British Columbia",700
2009,"Dawson Creek, British Columbia",701
2010,"Dawson Creek, British Columbia",716
2011,"Dawson Creek, British Columbia",736
2012,"Dawson Creek, British Columbia",763
2013,"Dawson Creek, British Columbia",803
2009,"Dawson Creek, British Columbia",870
2010,"Dawson Creek, British Columbia",933
2011,"Dawson Creek, British Columbia",960
2012,"Dawson Creek, British Columbia",1018
2013,"Dawson Creek, British Columbia",1089
2009,"Dawson Creek, British Columbia",941
2010,"Dawson Creek, British Columbia",1033
2011,"Dawson Creek, British Columbia",1087
2012,"Dawson Creek, British Columbia",1240
2013,"Dawson Creek, British Columbia",1146
2009,"Duncan, British Columbia",506
2010,"Duncan, British Columbia",517
2011,"Duncan, British Columbia",529
2012,"Duncan, British Columbia",528
2013,"Duncan, British Columbia",524
2009,"Duncan, British Columbia",586
2010,"Duncan, British Columbia",619
2011,"Duncan, British Columbia",624
2012,"Duncan, British Columbia",634
2013,"Duncan, British Columbia",638
2009,"Duncan, British Columbia",698
2010,"Duncan, British Columbia",716
2011,"Duncan, British Columbia",736
2012,"Duncan, British Columbia",733
2013,"Duncan, British Columbia",737
2009,"Duncan, British Columbia",904
2010,"Duncan, British Columbia",921
2011,"Duncan, British Columbia",916
2012,"Duncan, British Columbia",914
2013,"Duncan, British Columbia",891
2009,"Duncan, British Columbia",..
2010,"Duncan, British Columbia",..
2011,"Duncan, British Columbia",..
2012,"Duncan, British Columbia",..
2013,"Duncan, British Columbia",..
2009,"Duncan, British Columbia",574
2010,"Duncan, British Columbia",656
2011,"Duncan, British Columbia",628
2012,"Duncan, British Columbia",645
2013,"Duncan, British Columbia",652
2009,"Duncan, British Columbia",708
2010,"Duncan, British Columbia",722
2011,"Duncan, British Columbia",754
2012,"Duncan, British Columbia",749
2013,"Duncan, British Columbia",755
2009,"Duncan, British Columbia",929
2010,"Duncan, British Columbia",928
2011,"Duncan, British Columbia",951
2012,"Duncan, British Columbia",944
2013,"Duncan, British Columbia",905
2009,"Duncan, British Columbia",506
2010,"Duncan, British Columbia",517
2011,"Duncan, British Columbia",529
2012,"Duncan, British Columbia",528
2013,"Duncan, British Columbia",524
2009,"Duncan, British Columbia",587
2010,"Duncan, British Columbia",616
2011,"Duncan, British Columbia",624
2012,"Duncan, British Columbia",634
2013,"Duncan, British Columbia",637
2009,"Duncan, British Columbia",696
2010,"Duncan, British Columbia",715
2011,"Duncan, British Columbia",733
2012,"Duncan, British Columbia",731
2013,"Duncan, British Columbia",735
2009,"Duncan, British Columbia",849
2010,"Duncan, British Columbia",896
2011,"Duncan, British Columbia",829
2012,"Duncan, British Columbia",843
2013,"Duncan, British Columbia",854
2009,"Duncan, British Columbia",506
2010,"Duncan, British Columbia",517
2011,"Duncan, British Columbia",529
2012,"Duncan, British Columbia",528
2013,"Duncan, British Columbia",524
2009,"Duncan, British Columbia",586
2010,"Duncan, British Columbia",616
2011,"Duncan, British Columbia",624
2012,"Duncan, British Columbia",633
2013,"Duncan, British Columbia",636
2009,"Duncan, British Columbia",699
2010,"Duncan, British Columbia",715
2011,"Duncan, British Columbia",734
2012,"Duncan, British Columbia",732
2013,"Duncan, British Columbia",736
2009,"Duncan, British Columbia",835
2010,"Duncan, British Columbia",884
2011,"Duncan, British Columbia",813
2012,"Duncan, British Columbia",828
2013,"Duncan, British Columbia",844
2009,"Fort St. John, British Columbia",587
2010,"Fort St. John, British Columbia",596
2011,"Fort St. John, British Columbia",612
2012,"Fort St. John, British Columbia",638
2013,"Fort St. John, British Columbia",655
2009,"Fort St. John, British Columbia",704
2010,"Fort St. John, British Columbia",701
2011,"Fort St. John, British Columbia",717
2012,"Fort St. John, British Columbia",774
2013,"Fort St. John, British Columbia",789
2009,"Fort St. John, British Columbia",927
2010,"Fort St. John, British Columbia",915
2011,"Fort St. John, British Columbia",940
2012,"Fort St. John, British Columbia",1003
2013,"Fort St. John, British Columbia",1059
2009,"Fort St. John, British Columbia",1059
2010,"Fort St. John, British Columbia",1045
2011,"Fort St. John, British Columbia",1066
2012,"Fort St. John, British Columbia",1122
2013,"Fort St. John, British Columbia",1179
2009,"Fort St. John, British Columbia",..
2010,"Fort St. John, British Columbia",..
2011,"Fort St. John, British Columbia",..
2012,"Fort St. John, British Columbia",..
2013,"Fort St. John, British Columbia",..
2009,"Fort St. John, British Columbia",660
2010,"Fort St. John, British Columbia",655
2011,"Fort St. John, British Columbia",652
2012,"Fort St. John, British Columbia",677
2013,"Fort St. John, British Columbia",723
2009,"Fort St. John, British Columbia",952
2010,"Fort St. John, British Columbia",966
2011,"Fort St. John, British Columbia",992
2012,"Fort St. John, British Columbia",1065
2013,"Fort St. John, British Columbia",1135
2009,"Fort St. John, British Columbia",1069
2010,"Fort St. John, British Columbia",1060
2011,"Fort St. John, British Columbia",1080
2012,"Fort St. John, British Columbia",1140
2013,"Fort St. John, British Columbia",1196
2009,"Fort St. John, British Columbia",587
2010,"Fort St. John, British Columbia",596
2011,"Fort St. John, British Columbia",612
2012,"Fort St. John, British Columbia",638
2013,"Fort St. John, British Columbia",655
2009,"Fort St. John, British Columbia",709
2010,"Fort St. John, British Columbia",706
2011,"Fort St. John, British Columbia",724
2012,"Fort St. John, British Columbia",784
2013,"Fort St. John, British Columbia",796
2009,"Fort St. John, British Columbia",922
2010,"Fort St. John, British Columbia",902
2011,"Fort St. John, British Columbia",928
2012,"Fort St. John, British Columbia",988
2013,"Fort St. John, British Columbia",1041
2009,"Fort St. John, British Columbia",981
2010,"Fort St. John, British Columbia",935
2011,"Fort St. John, British Columbia",956
2012,"Fort St. John, British Columbia",995
2013,"Fort St. John, British Columbia",1064
2009,"Fort St. John, British Columbia",587
2010,"Fort St. John, British Columbia",596
2011,"Fort St. John, British Columbia",612
2012,"Fort St. John, British Columbia",638
2013,"Fort St. John, British Columbia",655
2009,"Fort St. John, British Columbia",710
2010,"Fort St. John, British Columbia",707
2011,"Fort St. John, British Columbia",726
2012,"Fort St. John, British Columbia",786
2013,"Fort St. John, British Columbia",795
2009,"Fort St. John, British Columbia",923
2010,"Fort St. John, British Columbia",904
2011,"Fort St. John, British Columbia",927
2012,"Fort St. John, British Columbia",989
2013,"Fort St. John, British Columbia",1045
2009,"Fort St. John, British Columbia",982
2010,"Fort St. John, British Columbia",937
2011,"Fort St. John, British Columbia",961
2012,"Fort St. John, British Columbia",991
2013,"Fort St. John, British Columbia",1054
2009,"Kamloops, British Columbia",575
2010,"Kamloops, British Columbia",600
2011,"Kamloops, British Columbia",603
2012,"Kamloops, British Columbia",613
2013,"Kamloops, British Columbia",638
2009,"Kamloops, British Columbia",686
2010,"Kamloops, British Columbia",683
2011,"Kamloops, British Columbia",692
2012,"Kamloops, British Columbia",709
2013,"Kamloops, British Columbia",719
2009,"Kamloops, British Columbia",827
2010,"Kamloops, British Columbia",827
2011,"Kamloops, British Columbia",820
2012,"Kamloops, British Columbia",882
2013,"Kamloops, British Columbia",863
2009,"Kamloops, British Columbia",1060
2010,"Kamloops, British Columbia",1055
2011,"Kamloops, British Columbia",1077
2012,"Kamloops, British Columbia",1097
2013,"Kamloops, British Columbia",1117
2009,"Kamloops, British Columbia",F
2010,"Kamloops, British Columbia",F
2011,"Kamloops, British Columbia",F
2012,"Kamloops, British Columbia",F
2013,"Kamloops, British Columbia",F
2009,"Kamloops, British Columbia",531
2010,"Kamloops, British Columbia",591
2011,"Kamloops, British Columbia",565
2012,"Kamloops, British Columbia",559
2013,"Kamloops, British Columbia",578
2009,"Kamloops, British Columbia",891
2010,"Kamloops, British Columbia",915
2011,"Kamloops, British Columbia",914
2012,"Kamloops, British Columbia",925
2013,"Kamloops, British Columbia",947
2009,"Kamloops, British Columbia",1075
2010,"Kamloops, British Columbia",1059
2011,"Kamloops, British Columbia",1082
2012,"Kamloops, British Columbia",1108
2013,"Kamloops, British Columbia",1137
2009,"Kamloops, British Columbia",578
2010,"Kamloops, British Columbia",602
2011,"Kamloops, British Columbia",607
2012,"Kamloops, British Columbia",616
2013,"Kamloops, British Columbia",641
2009,"Kamloops, British Columbia",688
2010,"Kamloops, British Columbia",685
2011,"Kamloops, British Columbia",694
2012,"Kamloops, British Columbia",711
2013,"Kamloops, British Columbia",721
2009,"Kamloops, British Columbia",819
2010,"Kamloops, British Columbia",816
2011,"Kamloops, British Columbia",807
2012,"Kamloops, British Columbia",876
2013,"Kamloops, British Columbia",850
2009,"Kamloops, British Columbia",996
2010,"Kamloops, British Columbia",1032
2011,"Kamloops, British Columbia",1058
2012,"Kamloops, British Columbia",1044
2013,"Kamloops, British Columbia",1030
2009,"Kamloops, British Columbia",579
2010,"Kamloops, British Columbia",604
2011,"Kamloops, British Columbia",608
2012,"Kamloops, British Columbia",617
2013,"Kamloops, British Columbia",642
2009,"Kamloops, British Columbia",688
2010,"Kamloops, British Columbia",685
2011,"Kamloops, British Columbia",694
2012,"Kamloops, British Columbia",711
2013,"Kamloops, British Columbia",721
2009,"Kamloops, British Columbia",820
2010,"Kamloops, British Columbia",816
2011,"Kamloops, British Columbia",807
2012,"Kamloops, British Columbia",878
2013,"Kamloops, British Columbia",849
2009,"Kamloops, British Columbia",989
2010,"Kamloops, British Columbia",1043
2011,"Kamloops, British Columbia",1059
2012,"Kamloops, British Columbia",1036
2013,"Kamloops, British Columbia",1030
2009,"Kelowna, British Columbia",584
2010,"Kelowna, British Columbia",587
2011,"Kelowna, British Columbia",586
2012,"Kelowna, British Columbia",592
2013,"Kelowna, British Columbia",606
2009,"Kelowna, British Columbia",735
2010,"Kelowna, British Columbia",739
2011,"Kelowna, British Columbia",734
2012,"Kelowna, British Columbia",750
2013,"Kelowna, British Columbia",776
2009,"Kelowna, British Columbia",892
2010,"Kelowna, British Columbia",893
2011,"Kelowna, British Columbia",914
2012,"Kelowna, British Columbia",918
2013,"Kelowna, British Columbia",958
2009,"Kelowna, British Columbia",1039
2010,"Kelowna, British Columbia",1038
2011,"Kelowna, British Columbia",1066
2012,"Kelowna, British Columbia",1112
2013,"Kelowna, British Columbia",1137
2009,"Kelowna, British Columbia",..
2010,"Kelowna, British Columbia",..
2011,"Kelowna, British Columbia",..
2012,"Kelowna, British Columbia",..
2013,"Kelowna, British Columbia",..
2009,"Kelowna, British Columbia",617
2010,"Kelowna, British Columbia",650
2011,"Kelowna, British Columbia",642
2012,"Kelowna, British Columbia",677
2013,"Kelowna, British Columbia",591
2009,"Kelowna, British Columbia",866
2010,"Kelowna, British Columbia",861
2011,"Kelowna, British Columbia",862
2012,"Kelowna, British Columbia",867
2013,"Kelowna, British Columbia",870
2009,"Kelowna, British Columbia",1102
2010,"Kelowna, British Columbia",1066
2011,"Kelowna, British Columbia",1080
2012,"Kelowna, British Columbia",1074
2013,"Kelowna, British Columbia",1072
2009,"Kelowna, British Columbia",584
2010,"Kelowna, British Columbia",587
2011,"Kelowna, British Columbia",586
2012,"Kelowna, British Columbia",592
2013,"Kelowna, British Columbia",606
2009,"Kelowna, British Columbia",737
2010,"Kelowna, British Columbia",740
2011,"Kelowna, British Columbia",736
2012,"Kelowna, British Columbia",750
2013,"Kelowna, British Columbia",778
2009,"Kelowna, British Columbia",897
2010,"Kelowna, British Columbia",898
2011,"Kelowna, British Columbia",922
2012,"Kelowna, British Columbia",927
2013,"Kelowna, British Columbia",970
2009,"Kelowna, British Columbia",1001
2010,"Kelowna, British Columbia",1018
2011,"Kelowna, British Columbia",1058
2012,"Kelowna, British Columbia",1129
2013,"Kelowna, British Columbia",1173
2009,"Kelowna, British Columbia",584
2010,"Kelowna, British Columbia",587
2011,"Kelowna, British Columbia",586
2012,"Kelowna, British Columbia",592
2013,"Kelowna, British Columbia",606
2009,"Kelowna, British Columbia",738
2010,"Kelowna, British Columbia",741
2011,"Kelowna, British Columbia",736
2012,"Kelowna, British Columbia",751
2013,"Kelowna, British Columbia",778
2009,"Kelowna, British Columbia",897
2010,"Kelowna, British Columbia",897
2011,"Kelowna, British Columbia",922
2012,"Kelowna, British Columbia",926
2013,"Kelowna, British Columbia",970
2009,"Kelowna, British Columbia",1024
2010,"Kelowna, British Columbia",1045
2011,"Kelowna, British Columbia",1082
2012,"Kelowna, British Columbia",1150
2013,"Kelowna, British Columbia",1208
2009,"Kitimat, British Columbia",418
2010,"Kitimat, British Columbia",F
2011,"Kitimat, British Columbia",519
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",444
2010,"Kitimat, British Columbia",467
2011,"Kitimat, British Columbia",630
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",508
2010,"Kitimat, British Columbia",530
2011,"Kitimat, British Columbia",691
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",582
2010,"Kitimat, British Columbia",586
2011,"Kitimat, British Columbia",663
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",..
2010,"Kitimat, British Columbia",..
2011,"Kitimat, British Columbia",..
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",..
2010,"Kitimat, British Columbia",..
2011,"Kitimat, British Columbia",..
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",542
2010,"Kitimat, British Columbia",545
2011,"Kitimat, British Columbia",603
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",609
2010,"Kitimat, British Columbia",601
2011,"Kitimat, British Columbia",695
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",418
2010,"Kitimat, British Columbia",F
2011,"Kitimat, British Columbia",519
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",444
2010,"Kitimat, British Columbia",467
2011,"Kitimat, British Columbia",630
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",503
2010,"Kitimat, British Columbia",528
2011,"Kitimat, British Columbia",703
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",487
2010,"Kitimat, British Columbia",527
2011,"Kitimat, British Columbia",550
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",418
2010,"Kitimat, British Columbia",F
2011,"Kitimat, British Columbia",519
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",444
2010,"Kitimat, British Columbia",467
2011,"Kitimat, British Columbia",630
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",503
2010,"Kitimat, British Columbia",528
2011,"Kitimat, British Columbia",703
2012,"Kitimat, British Columbia",..
2009,"Kitimat, British Columbia",487
2010,"Kitimat, British Columbia",527
2011,"Kitimat, British Columbia",550
2012,"Kitimat, British Columbia",..
2009,"Nanaimo, British Columbia",509
2010,"Nanaimo, British Columbia",520
2011,"Nanaimo, British Columbia",538
2012,"Nanaimo, British Columbia",548
2013,"Nanaimo, British Columbia",566
2009,"Nanaimo, British Columbia",629
2010,"Nanaimo, British Columbia",648
2011,"Nanaimo, British Columbia",661
2012,"Nanaimo, British Columbia",665
2013,"Nanaimo, British Columbia",686
2009,"Nanaimo, British Columbia",772
2010,"Nanaimo, British Columbia",792
2011,"Nanaimo, British Columbia",806
2012,"Nanaimo, British Columbia",802
2013,"Nanaimo, British Columbia",814
2009,"Nanaimo, British Columbia",925
2010,"Nanaimo, British Columbia",962
2011,"Nanaimo, British Columbia",962
2012,"Nanaimo, British Columbia",967
2013,"Nanaimo, British Columbia",1027
2009,"Nanaimo, British Columbia",524
2010,"Nanaimo, British Columbia",F
2011,"Nanaimo, British Columbia",F
2012,"Nanaimo, British Columbia",F
2013,"Nanaimo, British Columbia",F
2009,"Nanaimo, British Columbia",625
2010,"Nanaimo, British Columbia",659
2011,"Nanaimo, British Columbia",656
2012,"Nanaimo, British Columbia",693
2013,"Nanaimo, British Columbia",710
2009,"Nanaimo, British Columbia",812
2010,"Nanaimo, British Columbia",816
2011,"Nanaimo, British Columbia",841
2012,"Nanaimo, British Columbia",863
2013,"Nanaimo, British Columbia",896
2009,"Nanaimo, British Columbia",931
2010,"Nanaimo, British Columbia",973
2011,"Nanaimo, British Columbia",978
2012,"Nanaimo, British Columbia",986
2013,"Nanaimo, British Columbia",993
2009,"Nanaimo, British Columbia",509
2010,"Nanaimo, British Columbia",519
2011,"Nanaimo, British Columbia",538
2012,"Nanaimo, British Columbia",547
2013,"Nanaimo, British Columbia",565
2009,"Nanaimo, British Columbia",629
2010,"Nanaimo, British Columbia",648
2011,"Nanaimo, British Columbia",661
2012,"Nanaimo, British Columbia",665
2013,"Nanaimo, British Columbia",686
2009,"Nanaimo, British Columbia",768
2010,"Nanaimo, British Columbia",789
2011,"Nanaimo, British Columbia",802
2012,"Nanaimo, British Columbia",795
2013,"Nanaimo, British Columbia",806
2009,"Nanaimo, British Columbia",922
2010,"Nanaimo, British Columbia",957
2011,"Nanaimo, British Columbia",955
2012,"Nanaimo, British Columbia",957
2013,"Nanaimo, British Columbia",1042
2009,"Nanaimo, British Columbia",510
2010,"Nanaimo, British Columbia",521
2011,"Nanaimo, British Columbia",540
2012,"Nanaimo, British Columbia",550
2013,"Nanaimo, British Columbia",567
2009,"Nanaimo, British Columbia",630
2010,"Nanaimo, British Columbia",649
2011,"Nanaimo, British Columbia",662
2012,"Nanaimo, British Columbia",666
2013,"Nanaimo, British Columbia",687
2009,"Nanaimo, British Columbia",768
2010,"Nanaimo, British Columbia",791
2011,"Nanaimo, British Columbia",803
2012,"Nanaimo, British Columbia",797
2013,"Nanaimo, British Columbia",806
2009,"Nanaimo, British Columbia",927
2010,"Nanaimo, British Columbia",969
2011,"Nanaimo, British Columbia",958
2012,"Nanaimo, British Columbia",964
2013,"Nanaimo, British Columbia",1058
2009,"Parksville, British Columbia",493
2010,"Parksville, British Columbia",488
2011,"Parksville, British Columbia",520
2012,"Parksville, British Columbia",517
2013,"Parksville, British Columbia",540
2009,"Parksville, British Columbia",587
2010,"Parksville, British Columbia",637
2011,"Parksville, British Columbia",656
2012,"Parksville, British Columbia",648
2013,"Parksville, British Columbia",707
2009,"Parksville, British Columbia",682
2010,"Parksville, British Columbia",726
2011,"Parksville, British Columbia",734
2012,"Parksville, British Columbia",738
2013,"Parksville, British Columbia",757
2009,"Parksville, British Columbia",818
2010,"Parksville, British Columbia",892
2011,"Parksville, British Columbia",923
2012,"Parksville, British Columbia",854
2013,"Parksville, British Columbia",918
2009,"Parksville, British Columbia",..
2010,"Parksville, British Columbia",..
2011,"Parksville, British Columbia",..
2012,"Parksville, British Columbia",..
2013,"Parksville, British Columbia",..
2009,"Parksville, British Columbia",F
2010,"Parksville, British Columbia",F
2011,"Parksville, British Columbia",F
2012,"Parksville, British Columbia",F
2013,"Parksville, British Columbia",F
2009,"Parksville, British Columbia",F
2010,"Parksville, British Columbia",F
2011,"Parksville, British Columbia",F
2012,"Parksville, British Columbia",F
2013,"Parksville, British Columbia",F
2009,"Parksville, British Columbia",..
2010,"Parksville, British Columbia",F
2011,"Parksville, British Columbia",F
2012,"Parksville, British Columbia",..
2013,"Parksville, British Columbia",F
2009,"Parksville, British Columbia",493
2010,"Parksville, British Columbia",488
2011,"Parksville, British Columbia",520
2012,"Parksville, British Columbia",517
2013,"Parksville, British Columbia",540
2009,"Parksville, British Columbia",621
2010,"Parksville, British Columbia",625
2011,"Parksville, British Columbia",649
2012,"Parksville, British Columbia",667
2013,"Parksville, British Columbia",708
2009,"Parksville, British Columbia",688
2010,"Parksville, British Columbia",718
2011,"Parksville, British Columbia",726
2012,"Parksville, British Columbia",739
2013,"Parksville, British Columbia",748
2009,"Parksville, British Columbia",818
2010,"Parksville, British Columbia",800
2011,"Parksville, British Columbia",893
2012,"Parksville, British Columbia",854
2013,"Parksville, British Columbia",873
2009,"Parksville, British Columbia",493
2010,"Parksville, British Columbia",488
2011,"Parksville, British Columbia",520
2012,"Parksville, British Columbia",517
2013,"Parksville, British Columbia",540
2009,"Parksville, British Columbia",614
2010,"Parksville, British Columbia",620
2011,"Parksville, British Columbia",639
2012,"Parksville, British Columbia",655
2013,"Parksville, British Columbia",703
2009,"Parksville, British Columbia",681
2010,"Parksville, British Columbia",714
2011,"Parksville, British Columbia",721
2012,"Parksville, British Columbia",732
2013,"Parksville, British Columbia",743
2009,"Parksville, British Columbia",818
2010,"Parksville, British Columbia",800
2011,"Parksville, British Columbia",794
2012,"Parksville, British Columbia",803
2013,"Parksville, British Columbia",847
2009,"Penticton, British Columbia",524
2010,"Penticton, British Columbia",541
2011,"Penticton, British Columbia",533
2012,"Penticton, British Columbia",542
2013,"Penticton, British Columbia",538
2009,"Penticton, British Columbia",635
2010,"Penticton, British Columbia",663
2011,"Penticton, British Columbia",649
2012,"Penticton, British Columbia",670
2013,"Penticton, British Columbia",676
2009,"Penticton, British Columbia",760
2010,"Penticton, British Columbia",782
2011,"Penticton, British Columbia",770
2012,"Penticton, British Columbia",784
2013,"Penticton, British Columbia",797
2009,"Penticton, British Columbia",1053
2010,"Penticton, British Columbia",1056
2011,"Penticton, British Columbia",1043
2012,"Penticton, British Columbia",1064
2013,"Penticton, British Columbia",1098
2009,"Penticton, British Columbia",F
2010,"Penticton, British Columbia",F
2011,"Penticton, British Columbia",F
2012,"Penticton, British Columbia",F
2013,"Penticton, British Columbia",F
2009,"Penticton, British Columbia",F
2010,"Penticton, British Columbia",F
2011,"Penticton, British Columbia",F
2012,"Penticton, British Columbia",F
2013,"Penticton, British Columbia",F
2009,"Penticton, British Columbia",780
2010,"Penticton, British Columbia",766
2011,"Penticton, British Columbia",791
2012,"Penticton, British Columbia",835
2013,"Penticton, British Columbia",815
2009,"Penticton, British Columbia",1077
2010,"Penticton, British Columbia",1067
2011,"Penticton, British Columbia",1061
2012,"Penticton, British Columbia",1079
2013,"Penticton, British Columbia",1108
2009,"Penticton, British Columbia",525
2010,"Penticton, British Columbia",543
2011,"Penticton, British Columbia",534
2012,"Penticton, British Columbia",543
2013,"Penticton, British Columbia",539
2009,"Penticton, British Columbia",634
2010,"Penticton, British Columbia",663
2011,"Penticton, British Columbia",649
2012,"Penticton, British Columbia",670
2013,"Penticton, British Columbia",676
2009,"Penticton, British Columbia",758
2010,"Penticton, British Columbia",783
2011,"Penticton, British Columbia",768
2012,"Penticton, British Columbia",781
2013,"Penticton, British Columbia",795
2009,"Penticton, British Columbia",888
2010,"Penticton, British Columbia",968
2011,"Penticton, British Columbia",921
2012,"Penticton, British Columbia",969
2013,"Penticton, British Columbia",1006
2009,"Penticton, British Columbia",522
2010,"Penticton, British Columbia",541
2011,"Penticton, British Columbia",532
2012,"Penticton, British Columbia",541
2013,"Penticton, British Columbia",539
2009,"Penticton, British Columbia",632
2010,"Penticton, British Columbia",661
2011,"Penticton, British Columbia",648
2012,"Penticton, British Columbia",670
2013,"Penticton, British Columbia",675
2009,"Penticton, British Columbia",754
2010,"Penticton, British Columbia",778
2011,"Penticton, British Columbia",764
2012,"Penticton, British Columbia",777
2013,"Penticton, British Columbia",792
2009,"Penticton, British Columbia",831
2010,"Penticton, British Columbia",F
2011,"Penticton, British Columbia",840
2012,"Penticton, British Columbia",874
2013,"Penticton, British Columbia",869
2009,"Port Alberni, British Columbia",442
2010,"Port Alberni, British Columbia",448
2011,"Port Alberni, British Columbia",462
2012,"Port Alberni, British Columbia",479
2013,"Port Alberni, British Columbia",517
2009,"Port Alberni, British Columbia",488
